name,stars,user_review
Pepino Nacional Unidad,1,Me mandaron 3 Libras
Morrón Rojo,1,Todo arrugado
Carne Vacuno 1854 Lomo Liso Importado 550 g,1,Es un trozo muy pequeño y no sirve para cortarlo como bife. La foto lleva a engaño
Palta Hass  Selección 115 g,1,Estaba podrida totalmente
Pulpa Negra De Res Fileteada,1,El precio era diferente  En la app y en lo marcado
Cuarto Trasero De Pollo Fresco Al Vacío,1,"Pedí pollo fresco y mandan congelado,, lo precisaba para almorzar ahora , no mañana!"
Pollo Entero Fresco 2.65 kg,1,El pollo tiene mal olor y está de color negro
Palta Hass  Selección 115 g,1,No entregado
Bola De Lomo Al Vacío Novillo Feteada,1,Me lo cobrarán n como 1.2 k y pesa 995gr
Zapallo Cabutia 1 Unidad,1,Estaba en mal estado
Manzana Red Delicious Pequeña 1 Undiad,1,Súper pequeña y simple
Palta,1,Estaba en mal estado
Banano Seda,1,No están ta frescos
Platano Maduro 1 Unidad,1,Es un abiso me mandaron unos platanos muy pero muy pequeño son unos abusadores..los guineos son mas grandes
Carré De Cerdo Al Vacío Deshuesado Fresco,1,Menos de 1kg
Platano Maduro 1 Unidad,1,Eso ni maduro se le puede llamar y bien pequeños
Platano Maduro 1 Unidad,1,Están un poco verdes
Platano Maduro 1 Unidad,1,Muy pequeños
Champiñon Del Productor Laminado 100 g,1,"re seco, con apariencia de añejo, NO FRESCO"
Palta Hass  Selección 115 g,1,Verde y dura
Repollo Unidad,1,"Me mandaron un repollo del tamaño de un puño de mi mano, exageradamente pequeño"
Colita De Cuadril Novillito,1,No me la trajeron y me cobraron.
Naranja En Malla,1,Faltó un kilo de naranjas
Granadilla Wong 1 Unidad,1,No lo trajo
Puerro X Atado,1,Vino un solo atado en vez de dos
Palta Hass  Selección 115 g,1,2 paltas podridas
Banana,1,Todas rotas y aplastadas
Lechuga Repollada,1,No está lo que pedí
Tomate Americano,1,Muy verdes
Platano Maduro 1 Unidad,1,Me lo cobraron y no me lo enviaron
Platano Maduro 1 Unidad,1,Estaba dañado
Melón Blanco 1 Unidad,1,Es de otra variedad y esta verde
Bola De Lomo Al Vacío Novillo Feteada,1,No llego
Zucchini 1 lb,1,No venia en el pedido mi zucchini
Cebolla De Verdeo Por Atado,1,Vino horrible
Banana,1,"Me mandaron 4 bananas abiertas en todas ,soy paciente oncologico ustedes deben tener los cuidados correspondientes, todas las bananas mal abiertas en gajo vergüenza"
Pera,1,La pera está incomible de lo dura que está
Platano Maduro 1 Unidad,1,Pequeños y rancios.
Naranja Jugo Selección,1,No vino el kg como pedi
Banana,1,Todas aplastadas.  Le falta cáscara en partes
Durazno,1,Llego en pésimo estado
Palta Hass  Selección 115 g,1,"Pedí que estuviera madura, la aplicación da esa opción y está muy verde"
Zapallo Anco Selección,1,No me lo entregaron
Pecho De Res Almendra,1,mucha grasa no estaba en Exelente condición
Lechuga Repollada Paquete,1,La lechuga MUY PEQUEÑA
Manzana Gala Premium 1.5 kg,1,Faltó
Tomate Cherry,1,Vinieron la mitad de los tomates podridos
Lechuga Mantecosa,1,Pasada.
Bola De Lomo Al Vacío Novillo Feteada,1,Lq carne está en mal estado
Platano Maduro 1 Unidad,1,Parecen guineos maduro de lo chiquito que están
Ajo En Malla Horti Fresh 4 Unidades,1,Podridos
Platano Maduro 1 Unidad,1,Muy pequeños los plátanos
Zanahoria Wong 1 Unidad,1,Pasado
Lechuga Hidropónica Morada Babilonia Unitario,1,La lechuga estaba seca
Carne Picada Premium Congelada,1,"No es carne fresca, sino congelada"
Lechuga Crespa Hidropónica Verdeagua 320 g,1,Pedi crespa y me mandaron comun
Mango Tommy Dispersa 5 Unidades,1,"La bolsa venia rota , 3 mangos eran tommy y 1 era de otro tipo"
Pollo Entero Rey Sin Menudo Criollo Fresco 3.8 lb,1,Enviaron pollos congelados y el pedido se hizo por dos frescos
Carré De Cerdo Al Vacío Deshuesado Fresco,1,Pedí 1 kilo me mandaron 600 gramos
Zapallo Anco Selección,1,muy grande
Cebolla Selección,1,"Pedi un kilo que me cobraron al precio original de la promoción 467.50. Termino pesando 1.025 y me cobraron un adicional de 490.88. O sea, 25 gramos me cobraron mas que un kilo entero."
Platano Maduro 1 Unidad,1,Abierto
Arándanos 125 g,1,Me cobraron demas
Banana,1,"Bananas re pasadas, Negras"
Palta Hass  Selección 115 g,1,mal estado
"Ensalada Criolla En Pote (Lechuga, Rúcula, Cherries Y Cebolla) Fisema 200 Gr.",1,No recibí esta ensalada. Recibí sólo la ensalada color Físema. El resto todo bien.
Chile Morrón Unidad,1,"No me enviaron chile morron, gue chile pimiento, es diferente."
Melon Unidad (4-6 Lbs),1,Estaba podrido por adentro
Salchica Fresca Cabaña Argentina De Cerdo 350 g,1,También olor a pérdida de cadena de frío abombado
Naranja Jugo Selección,1,Naranjas secas
Bife De Chorizo El Mercado,1,"Llego en una pieza entera, no en bifes. Sumamente grasoso.  No parece bife de chorizo.  Es la primera vez que lo recibo asi.  Probablemente se confundieron al armar el pedido?"
Carre De Cerdo Al Vacío Para Milanesa Fresco,1,Pinchado y lleno de arena de gato
Zapallo Calabacin En Bandeja,1,Algunas rodajas tenían hongos ya
Palta Hass  Selección 115 g,1,Compré la lista para comer y estaba inmandura
Manzana Red Delicious Pequeña 1 Undiad,1,Venían mala
Plátano De Seda Pack 5 Unidades,1,Muy verdes
Lechuga Americana 1 unidad,1,"Chiquitas y con varias okas malas, otras veces me mandaron mucho más grandes, que está pasando?, también me mandaron 2 motos, muy mal su servicio"
Perejil X Atado,1,"Mal estado, tamaño reducido."
Apio Unidad,1,No vino
Manzana Roja En Bolsa 0.5 Libra,1,Pensé que era como las bolsas variadas qué vinen varias solo me enviaron 2 unidades no era lo de la imagen
Aguacate Verde 1 Unidad,1,Muy caros para un tamaño tan pequeño. Y llegó uno dañado
Plátano 1 Unidad,1,"Venia demasiado maduro ya negro, no me devolvieron"
Banana Premium Ecuador,1,Está verde
Zanahoria Malla 1 Kg,1,No llegó la zanahoria
Costillas De Cerdo 1 lb,1,Orible no fue lo que pedí
Banana Premium Ecuador,1,Están verdes
Carne Molida De Primera,1,Si yo pido 750 gramos es porque quiero 750gr. Me mandaron 300gr. Por más que devuelvan la diferencia está mal. Porque igual ya no me sirve para hacer el almuerzo de mañana y lo que gasto en delivery?
Banana Premium Ecuador,1,Las bananas vinieron completamente verdes
Filete De Pechuga Pollo Cibao Congelado Empacado 2 a 3.5 lb,1,"Lo primero es que esa carne no está fresca, está en mal estado y eso se llama publicidad engañosa"
Sandía Nacional Del Productor 1 Unidad,1,La sandía no tiene gusto a nada. Favor devolver el dinero.
Arándanos Cubeta 1 Unidad,1,No me llegaron esto
Banana Ecuador,1,Mal estado
Vainita 500 g,1,No llegó la vainita
Zanahoria,1,Vino vieja
Banana Premium Ecuador,1,una estaba podridra
Plátano De Seda Pack 5 Unidades,1,"El producto ha venido golpeado, aprastado y muy maduro"
Plátano De Seda Pack 5 Unidades,1,Algunos están verdes
Aguja Santa Clara,1,"Horrible y asquerosamente dura la carne,  dejen de robar la plata, chorros!!! No se puede ni comer de dura esta porqueria que me mandaron"
Pollo Panamá Del Día Empacado,1,No es el precio que facturaron al que me enviaron
Champiñon Del Productor Laminado 100 g,1,No llegó
Platano Maduro 1 Unidad,1,El helado llegó explotado se votó todo
Banana Premium Ecuador,1,Dudoso el peso
Zanahoria,1,No vino la Zanahoria
Zanahoria,1,Enviaron más cantidad en vez de la papa
Banana Premium Ecuador,1,Banana verde
Plátano Maduro 1 lb,1,"Fatal , verde y parece banano de lo pequeño"
Tomate Cherry Uva Bandeja 250 g,1,Muy verdes
Plátano De Seda Pack 5 Unidades,1,Verdes
Tomate Cherry Makro 500 Gr,1,Me llegó otro tomate
Kiwi,1,Me cobraron 33mil pero el producto que me enviaron fue por 20mil!
Plátano Maduro 1 Unidad,1,Vienen verdes
Pelón,1,Todos aplastados por favor devuelvanme la plata
Arándanos Blueberries Bandeja Agro-Arandano 125 g,1,Llegaron en ml estado
Platano Maduro 1 Unidad,1,Pedí masuros
Vacio El Mercado,1,Lleno de grasa. Quiero enviar la fotos!
Banana Premium Ecuador,1,Están verdes
Mango Por Media Libra,1,Me falto otro mangooo
Zanahoria Selección 500 g,1,Las zanahorias pasadas
Mango Malla 3 Unidades,1,Un mango podrido y todavía el más grande de los 3
Berenjena,1,El producto está podrido necesito que me lo cambien
Colita Cuadril Premium Frigomas,1,Tiene olor la carne esta descompuesta
Bola De Lomo Al Vacío Novillo Feteada,1,Envase roto
Pata De Pollo,1,Muy pequeñas las patas... parece  alas.
Palta Inmadura 1 Unidad,1,Solo mandaron 1
Zanahoria Selección 500 g,1,No me llegó
Cebolla Amarilla Nacional 1 lb,1,Una cebolla  estaba dañada
Frutilla Guadaproduct 500 g,1,Frutilla no en buen estado
Platano Maduro 1 Unidad,1,"No se si eran guineos o plátano , absurdamente pequeños"
Zanahoria Punto Azul En Bolsa 1 kg,1,Tenían Zanahorias podrías.
Nalga Feteada Al Vacío Novillo Fresca,1,"Me cobraron como 1 kg me enviaron 0,817 kg y eran 3  milaesas super gruesas"
Plátano Maduro 1 Unidad,1,Sin madurar
Jamón Feteado Al Vacío De Cerdo Fresco,1,En mal estado  y olor y no es la primera vez
Anco,1,Está con moho
Zapallo Cabutia 1 Unidad,1,Super chiquito y en mal estado.
Banana Premium Ecuador,1,No me vino la Banana
Platano Maduro 1 Unidad,1,Pequeños y mala calidad
Mano De Piedra 1 Lb,1,Estaba de varios colores
Cebolla Blanca,1,"Pedí dos cebollas, y me mandaron 4, me aumentaron el valor del pedido por algo que no pedí"
Lechuga Criolla,1,Horrible
Platano Maduro 1 Unidad,1,Demasiado pequeños para el orecio
Platano Maduro 1 Unidad,1,Son plátanos que son malos y aguados
Plátano De Seda Pack 5 Unidades,1,No me llegó el plátano ni mantequilla
Plátano De Seda Pack 5 Unidades,1,Llegaron Aplastados
Plátano De Seda Pack 5 Unidades,1,Llegaron todos los plátanos chancados para puré.....como lo van a poner al fondo....de dos pedidos el motorizado saco varias bolsas y al fondo estaban los plátanos
Platano Maduro 1 Unidad,1,Eran enanos!! Parecían guineos
Platano Maduro 1 Unidad,1,Esos plátanos estaban verdes 😤
Manzana Red Delicious En Bandeja,1,"No tienen lindo aspecto, podré cambiarlas?"
Ensalada Anais Buy & Eat 350 g,1,No esta fresca la lechuga
Pimenton Verde 1 Unidad,1,No llego
Palta Inmadura 1 Unidad,1,Durisima
Camarón Ecuatoriano Congelado Cocido Mar Verde Pelado Mediano 250 g,1,No estaba congelado. Al parecer se perdió la cadena de frío
Muslo De Pollo Tottus,1,"No mandaron , faltaron los muslos"
Pollo Congelado Entero Con Menudo 2.85 kg,1,No pedí los pollos congelados los pedí refrigerados
Palta Para Hoy 500 g,1,Las paltas aún están maduras
Papa,1,No me lo mandaron
Banana Premium Ecuador,1,Estan todas verdes
Carne De Res Picaña Congelada (Carne & Co) 1L,1,Llegó con un color más oscuro y un mal sabor y olor
Palta Inmadura 1 Unidad,1,Cuántas chiquita y verde horrible
Berenjena Negra Selección 1 Unidad,1,Me fto 1 berenjena
Nalga Feteada Al Vacío Novillo Fresca,1,Vino con pérdida de vacio
Roast Beef Fresca Al Vacío Novillo,1,Llego con mal olor y feo color muy oscuro
Bife Angosto El Mercado,1,Están negros y tienen mal olor
Boniato Selección,1,no llego
Mandarina Red 10 Unidades,1,Abiertas de maduras
Cebolla Tradicional Malla 1 kg,1,Las cebollas pesan menos.
Banana Premium Ecuador,1,Las bananas estaban feas
Platano Maduro 1 Unidad,1,Un robo...
Platano Maduro 1 Unidad,1,No me trajeron los plátanos
Banana Premium Ecuador,1,Verdes. Incomibles
Romero Lucas Pérez Fresco F Unidada 1 Unidad,1,No me lo enviaron
Platano Maduro 1 Unidad,1,No llegaron lo platanos y fueron cobrados
Platano Maduro 1 Unidad,1,Pedí plátano maduro no verde 😡
Limón Persa 2 lb,1,Me llegaron los limones todos secos
Chuleta Nuca De Cerdo,1,Expira en 4 días
Frutilla Dole En Cubeta 500 g,1,Llegaron feas
Bife De Chorizo Fresca Al Vacío Novillo,1,Me mandaron un mini bife de chorizo... alguien se queda sin cenra o tengo que hacer otro pedido ahora... no me parece
Platano Maduro 1 Unidad,1,un platano llego roto y los otros 3 verdes
Plátano De Seda Pack 5 Unidades,1,No llegaron
Plátano De Seda Pack 5 Unidades,1,Estaban muy verdes
Jamón Feteado Al Vacío De Cerdo Fresco,1,Mandaron menos de lo q decía
Limón Persa 2 lb,1,Dañados los limones
Guineo Oloroso,1,Cambiaron el producto y está en mal estado
Guineo Oloroso,1,Me enviaron Gualele en vez de guineo
Cebolla Morada,1,Verde
Bola de Lomo Feteada,1,La carne llego muy mal cortada llena de grasa.. la mitad de lo q traía eran residuos
Banana Premium Ecuador,1,pague el triple porque no me ofrecieron la que estaba en oferta. primera compra y ultima
Zapallo Cabutia 1 Unidad,1,Mal estado
Plátano De Seda Pack 5 Unidades,1,No llego
Palta Inmadura 1 Unidad,1,Verdes
Mandarina Red 10 Unidades,1,Vienen 2 destruidas
Banana Ecuador Dole,1,Cáscara abierta
Platano Maduro 1 Unidad,1,"Lo que obtuve fue 4 rabizas de plátanos.  Hasta uno que le faltaba un pedazo.  Mareados, parecen basura."
Platano Maduro 1 Unidad,1,Esto es un robo parece un guineo maduro
Tomate Americano,1,No llego
Filete de Pierna de Pollo Sin Piel Tottus,1,Me enviaron la marca que no solicité.
Bola De Lomo Al Vacío Novillo Feteada,1,Vino podrido un olor asqueroso
Banana Ecuador Dole,1,Bananas abiertas y rotas
Coco Pelado Mediano 1 Unidad,1,El coco huele mal y esta ligoso cuando se le quita el plástico. No es un producto fresco
Platano Maduro 1 Unidad,1,El pedido no ha sidoentregado
Filete De Pechuga Pollo Cibao Congelado Empacado 2 a 3.5 lb,1,Solo llegaron 2 pechugas cuando se pidió debido a que traía 4 filetes de pechuga por 600 y pico
Pepino En Bandeja,1,"Están pasados, no están frescos"
Caigua Por Und,1,"El pedido no llego completo,solo llegó una unidad"
Zapallo Cabutia 1 Unidad,1,"un asco realmente, sabor a plástico,aparece madurado a la fuerza"
Rúcula El Mercado 100 g,1,vino podrida
Banana Premium Ecuador,1,Muy maduras casi pasadas
Palta Inmadura 1 Unidad,1,Demasiado inmadura
Manzana Red Delicious En Bandeja,1,Estaba malas
Pepino Fresco Lb,1,No hay pepino?
Filete De Pechuga Pollo Cibao Congelado Empacado 2 a 3.5 lb,1,Con relación al precio me parece que mandaron demasiado poco pedi como 3 lb y siento que sólo me mandaron 1 1/2
Plátano De Seda Pack 5 Unidades,1,Verde
Choclo Mediano Unidad,1,Choclos viejos y duros
Bola De Lomo Al Vacío Novillo Feteada,1,La carne está podrida
Zapallo Anco 1 Unidad,1,"llego en un charco de líquido de pollo, contaminado, increíble que no hayan separado la verdura y empaquetado separado del pollo fresco"
Lomo Con Cordon Porcionado Novillo Fresco Al Vacío,1,La mitad del peso solicitado
Palta Hass Importada 1 Unidad,1,No vinieron las paltas
Palta Hass Chilena,1,"No me gustó la calidad de las paltas. Ya que venían muy maduras, venían muy blandas"
Filete De Pechuga De Pollo Congelada Brea Cruz 2 lb,1,No llego que pike
Apio Fresco Lb (Origen R.Dominicana),1,EL APIO ADEMÁS DE MÁS CARO UNA ESTAFA UNA PORQUERÍA FALTA DE RESPETO.  GRACIAS
Plátano Rosado Chinita Red 6 Unidades,1,Verdes
Mango Selección 1 Unidad,1,Muy verde
Muslo Pollo Cibao Ancho Congelado Empacado 2 A 3.5 lb,1,"Lo veo muy rojo, no me gustó su aspecto"
Tapa De Asado Al Vacío Novillo Fresca,1,"No está al vacío, está en mal estado"
Carne Hugo Pork Chicharron Pork Belly 1 lb,1,Solo era grasa nada de carne osea nada tenia
Choclo Dulce Del Productor 2 Unidades,1,Producto nunca llegó
Morrón Rojo Selección,1,Esta muy abollado
Melón Blanco 1 Unidad,1,"Vino podrido, pasado"
Repollo Colorado x Unidad,1,Vino con moho en algunas partes
Papa Cepillada Selección  1 kg,1,está una podrida
Manzana Fuji,1,Yo compro manzana Fuji y ya recibí manzana Rojo
Tomate Red,1,Tomate podrido
Cuadrada Feteada Fresca Al Vacío Novillo,1,Me trajeron cuadril
Tomate Redondo Selección,1,Están verdes aún
Culantro Cerro Punta,1,1 paquete no vino
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,Super chico
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,"Solo una ramita me vino horrible ,no deberían vender asi una vergüenza"
Tomate Americano,1,Un desastre no sirve de verdes q UE esta un espanto duros como piedras
Cuarto Trasero De Pollo,1,Tenía olor
Cebolla Roja,1,2 cebollas 1 dolar?
Tomate Cherry Especial Green Garden 330 g,1,La mitad de los tomates están reventados y no están frescos
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,Vieja tuve que tirar
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,los dos mazos hacen la cantidad de uno... por favor... sino tienen el tamaño adecuado... incluyan 1 mazo mas
Manzana Colegiala,1,Estaba todo machucado
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,"La lechuga que le mandaron es una vergüenza, re chico como que era usado ya y por 5.400?"
Aguacate 1 Unidad,1,El aguacate está súper suave y demasiado estropeado
Carne Molida Premium,1,Venía medio kg
Durazno,1,Están pasados de maduración
Paleta Churrasco Fresca Al Vacío Novillo,1,Mal estado
Papa Cepillada Selección  1 kg,1,Todas blandas y adentro podridas
Palta Hass Chilena,1,Llego en mal estado y muy tarde
Culantro Cerro Punta,1,Fue cebollita
Naranja de Jugo Nacional Por Media Libra,1,Solo me cobraron 0.32 y me cobraron de más
Lechuga Romana D' Altura 250 g,1,No me llego la lechuga romana
Pierna De Pollo San Fernando,1,No llegó este productos
Mango Selección 1 Unidad,1,Estaba verde
Repollo Blanco x Unidad,1,Gusto feo
Palta Hass Chilena,1,Me llego solo 1 y pedí 2
Platano Cosecha De Mi Tierra Por Media Libra,1,Pedí verdes me enviaron maduro y pintones
Tomate Redondo Selección,1,Están muy feos los tomates
Zapallito Redondo,1,En mal estado
Papa Cepillada,1,Muy sucia
Plátano Maduro 1 lb,1,Siempre envian verdes.
Plátano Maduro 1 lb,1,Me mandaron verde y yo pedí maduro 🙄
Lomo De Pollo Pechugón,1,No me llegó el pollo
Carne Picada Congelada Swift 500 g,1,"El repartidor llegó a la puerta, bajé y se fue, envié muchos mensajes y el repartidor no respondió.  El repartidor marcó el pedido como entregado pero no entregó el pedido aquí."
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,Es una falta de respeto el estado en el que me enviaron este producto. Es mucho más digno no enviar.
Lechuga El Verdurin  Pirati Hidropónica 1Un,1,Lechuga muy pequeñas
Cebollita  1 Unidad,1,Esta en mal estado y es muy pequeña
Paleta Novillito,1,La carne tiene olor y vino abierta
Papa Cepillada,1,"No se llevaron las papas, se olvidaron o la entregaron en otro lugar necesito que me las envíen porque las pagué y porque las necesito urgente durante el día de mañana. Saludos"
Tapa De Asado Al Vacío Novillo Fresca,1,Tiene más grasa q carne un asco
Repollo Colorado x Unidad,1,En mal estado
Mango Selección 1 Unidad,1,De fresco no tiene nada
Zanahoria Selección,1,Faltó las zanahorias pero me reintegraron.
Repollo Colorado x Unidad,1,"Estaba pasado, todo color marrón"
Acelga 1 Paquete,1,"En serio, el ramito de perejil es más grande"
Bola de Lomo Feteada,1,Olor a podrido en la carne
Tapa De Asado Al Vacío Novillo Fresca,1,La carne durísima incomible
