name,stars,user_review
Morrón Rojo,2,Muy chicos
Chuleta Ahumada Premium (Corte De Centro),2,"Pedí dos paquetes de de 1 libra cada uno, me llegaron los dos con menos de 1 libra"
Papa Canchan,2,Una que otras con huecos malograditos
Cuadrada Feteada Fresca Al Vacío Novillo,2,Mucho líquido
Platano Maduro 1 Unidad,2,Unos plátanos casi dañados y pequeños. Eligieron los peores para enviarme
Durazno Platano Malla 1 Kg,2,Fruta en mal estado
Matambre Vacuno Al Vacío,2,Muy chico el.matambte
Tomate Perita Selección,2,Algunos estaban verdes y con marcas como golpeados (2/6)
Tomate Redondo Selección,2,"Estaba verde, sin sabor."
Guineo Maduro,2,Me cobraron un precio que no era
Tomate Perita Selección,2,Vastante verdes
Chuleta Ahumada Premium (Corte De Centro),2,La chuleta no parece fresca
Zanahoria Fresca Porcionada,2,Muy pequeñas
Uva Verde Sin Pepa 500G,2,"Algunas uvas tenían hongo, varias estaban golpeadas"
Perejil Atado 1 Unidad,2,La palta en mal estado
Pollo Entero Refrigerado Con Menudo 2.85 kg,2,Pollos pequeños
Nalga Feteada Fresca Al Vacío,2,Se ve bastante vieja
Zapallo Macre 500 g,2,Pesaba menos de lo que ponía la aplicación
Cebollita  1 Unidad,2,Chiquiiiita
Bola De Lomo De Novillito,2,Tenía olor a feo la carne
Durazno Amarillo Especial,2,Totalmente inmaduros
Guayaba,2,Muy verdes
Mix Verduras La Baneña Economica Jumbo 1.5 kg,2,Dañado el limon
Manzana Verde,2,Una de las manzanas medio fea
Carne Molida Tottus,2,No se ve fresco
Pepino Huerto Urbano 1 Unidad,2,"El pepino no estaba fresco, uno estaba picado"
Cebolla Blanca Sin Marca 300 g,2,Error en elpeso dice 300 g y llegó 2
Filete De Pechuga Al Vacío Mr Pollo (Peso Aproximado) 0.39 kg,2,Funda de pechuga  con huecos
Uvas Blancas 500 g,2,Venían varias malas
Rucula Sueño Verde 100 g,2,la rúcula está mustia
Naranja De Jugo,2,La .ktad vinieron feas y secas
Arándano 1 Unidad,2,Casi por pasarse
Pepino Huerto Urbano 1 Unidad,2,"Llevo golpeado y le falta un pedacito, imagino que por el mismo golpe"
Tomate Redondo,2,"feos sin color ni sabor , sucios"
Limón Selección  1 Unidad,2,Muy cara la unidad
Papa Bebe Horti Fresh 2 lb,2,Papas dañadas
Cebollita  1 Unidad,2,Pequeño y mal estado para el precio
Pimiento Rojo,2,Uno vino con una parte podrida
Tomate Buy & Eat Cherry 250 g,2,Sabor a nada
Mandarina Importada Por Media Libra,2,Muy maduro
Zapallito Redondo,2,No era lo que esperaba.
Bondiola De Cerdo Fresca Al Vacío,2,Llego caliente
Aguacate Hass Unidad,2,Muy maduro
Cebollita X Uni,2,Marchito no esta fresco
Tomate Perita,2,Verdes
Limón Selección  1 Unidad,2,No está fresco. Tamaño muy pequeño
Lechuga Crespa Unidad,2,Aplastado y no parece fresco
Guineo De Seda LT (1 lb) 454 g,2,Está verde
Sandía Pequeña Unidad,2,Muy chica para el precio
Aguacate Hass 1 Unidad,2,Muy maduro salió malo estaba muy aguado
Palta Para Hoy 500 g,2,Me vino aplastado una palta
Cebolla En Red,2,La mayoría feas
Cebolla Amarilla Libra,2,Producto mojado
Aguacate Hass Maduro 1 Unidad,2,Uno de los aguacates venía apachado
Guinea 0.5 lb,2,Un poco aplastados
Manzana Ana Funda 6 Unidades,2,Las manzanas estan verdes
Chile Morrón Unidad,2,El tamaño muy pequeño comparado a la fotografía
Banana Premium Ecuador,2,"Las bananas no están para consumir ahora, están verdes"
Papa,2,algunas están blandas
Filet Congelado De Pechuga De Pollo 2 kg,2,No sabía que era un producto chino
Filete De Pechuga Melo Empacado,2,Era otro corte de pollo
Banana Premium Ecuador,2,Llegaron rotas
Palta Hass Inmadura 115 g,2,Demasiado pequeñas
Papa Blanca,2,2 papas gigantes para llegar al kilo
Plátano Bizcocho,2,Estaban verdes
Falda,2,70% hueso y grasa
Banana,2,Muy maduras
Carre De Cerdo Con Hueso Fresco,2,No vino lo que pedí y vino todo menos cantidad de la que solicité
Matambre,2,La verdad tenía feo olor
Papa,2,Blandas
Carne Picada Premium Congelada,2,Mucha grasa
Paleta Churrasco Fresca Al Vacío Novillo,2,La carne esta toda achurada en pedazos irregulares y chiquitos. No sirve para hacer churrasco.
Palta Hass Inmadura 115 g,2,duras
Cebolla Amarilla Nacional Por Media Libra,2,Nada fresca tiene hongos negros en la misma.
Bife De Chorizo El Mercado,2,No es lo que enviaron.
Banana Premium Ecuador,2,Muy pasadas
Tomate grape La Carreta (1 lb) 454 g,2,Aguados y 2 reventados de maduros
Pollo Entero Refrigerado Con Menudo 2.85 kg,2,Está vez el pollo vino con mucho olor
Manzana Gala 1 lb,2,Muy blandas
Plátano De Seda Extra Tottus,2,En el cobro me sale el costo por 2 kilos y no me dieron el peso que es y me cobran de más encima
Carré De Cerdo Con Hueso,2,Mucho hueso y grasa
Lechuga Americana 1 Libra,2,Producto no está fresco. Está viejo y marchito
Carne Molida Sv,2,Mandaron incompleta la orden pedí 3k de carne molida y enviaron 2.775 y el cobro fue de los 3k
Palta Para Hoy 500 g,2,"Demasiado  maduro ,llego un poco negro"
Palta Hass  Selección 115 g,2,Recibí 1 de 3
Lechuga El Verdurin  Pirati Hidropónica 1Un,2,"La cantidad de lechuga no corresponde a un mazo, es tan solo la mitad"
Cuadril Feteado Santa Clara,2,"Decía aprox 1k300, me mandaron 800 gramos 🤡"
Tomate Buy & Eat Cherry 250 g,2,calidad media . estaban medios pasados .
Uva Rosada,2,Toda aplastada
Aguacate Hass Premium 1 lb,2,"Un aguacate venía aguado, demasiado maduro"
Batata Selección,2,Todos chiquitos y finos..
Uva Rosada,2,Me enviaron uva negra re madura no solicitada
Carnaza Negra,2,Tenía olor feo la carne
Zanahoria 0.5 kg,2,Estaban feas
Manzana Red Comercial Chica,2,Diferentes al aviso. Mal sabor.
Palta Hass  Selección 115 g,2,No están para consumo inmediato
Palta Hass  Selección 115 g,2,Muy chiquita. Si sabía compraba 3.
Berenjena Negra Selección 1 Unidad,2,Estaba media vieja la berenjena
Palta Hass  Selección 115 g,2,No está para comer y absurdo el tamaño
Ensalada Anais Buy & Eat 350 g,2,Mal estado. No es fresco
Tomate Cherry Huella Natural Rojo Bolsa 300 g,2,Están feos la mayoría
Brócoli Punto Azul 1 Unidad,2,Llego amarilloo
Filet Congelado De Pechuga De Pollo 2 kg,2,Viene todo en una sola masa los dos kilos
Costilla De Cerdo Congelada Importada 1 lb,2,Muy fea
Aji Cubanela Horti Fresh 1 LB (Aprox. 4 Ajíes Por Libra),2,Uno estaba dañado
Palta Hass  Selección 115 g,2,Mal estado
Zapallo 0.5 lb,2,Olor extraño
Pera,2,Estaban todas duras
Tomate De Árbol Bandeja De 1lb,2,Lleno de manchas negras
Tomate Redondo,2,Mal estado
Filetitos De Pollo Fresco Super Pollo 830 g,2,Vence en 2 días
Mandarina Satsuma En Malla,2,Están indomables de verdes
Zanahoria Selección 500 g,2,Los pesos son menos!!!!. Yo tengo balanza... faltaron
Manzana Roja,2,Un poco machucadas
Platano Barraganete Del Productor 1 Un Aprox 290 g,2,"Estan verdes, no son como la foto"
Papas Fritas Kettle Jalapeño 5 oz,2,Llego otra cosa q no pedí
Limon Criollo Unidad,2,Muy muy pequeñitos
Tomate Riñón,2,Uno llegó aguado
Zanahoria Fresca,2,Demasiado pequeña y deberian poner un ticket que indique la libra en la bolsa.
Pera Williams Selección,2,Machucadas
Manzana Colegiala,2,Me mandaron no tan lindas
Durazno Importado Agro,2,Muy golpeados
Morrón Verde Selección,2,Vino medio feo
Palta Hass  Selección 115 g,2,Estan super inmaduras
Pulpón Premium Frigorifico Tacuarembo,2,Malísima calidad.
Melón Unidad,2,Estaba pasado y aplastado
Palta,2,Chica y verde pero sobre todo verde y muy chiquita.
Palta Hass  Selección 115 g,2,No decía que les faltaba madurar
Limon Nacional Selección,2,Lastimoso
Ensalada Rocky Mezclum Con Cherry 300 g,2,No está fresca
Albahaca 1 Unidad,2,Marchita la mayoría
Banana,2,La mitad de los cambures están golpeados
Muslo Pollo Cibao Ancho Congelado Empacado 2 A 3.5 lb,2,No se ve en optima calidad y el empaque es un poco soso
Palta Hass Inmadura 115 g,2,"Verde , inmadura"
Palta Hass  Selección 115 g,2,Muy iInmaduras
Tomate Buy & Eat Cherry 250 g,2,Medios quemados del frio
Tomate Perita 1 kg,2,Todos verdes
Zanahoria Selección,2,2 estaban viejas y feas
Kiwi Selección,2,Demaciado verdes le faltan semanas para poder consumirlos
Ajo,2,Demaciado pequeño
Lechuga Americana 1 unidad,2,Llego con hojas marchitas
Palta Inmadura 1 Unidad,2,No eran buena calidad
Lechuga Americana 1 unidad,2,Muy pequeño
Aguacate Hass 1 Unidad,2,Salieron negros
Lechuga Repollada Unidad,2,estaba muy pasada y de adentro arruinada
Tomate De Árbol Bandeja De 1lb,2,"2 tomates de árbol maduros, los otros 2 están verdes y tienden a madurar bajo esa condición sin sabor."
Palta Hass  Selección 115 g,2,No estan maduras
Aguacate Hass Unidad,2,Uno esta ya muy suave y sobremadurado
Mix Club Verde Frutilla Y Anana 350 g,2,Las frutillas están feas
Suprema Congelada De Pollo Filete 2 kg,2,Viene los 2 kilos de pechuga congelados en un solo bodoque. Podrían venir con separadores o aclarar que viene así
Pollo Fresco Sofia Pollo Entero Embolsado Mediano Aproximadamente 1.7 Kg,2,"La fecha de vencimiento justo Vencia hoy, no era tan fresco el pollo."
Limón Persa La Carreta Red 15 Unidades,2,"Vinieron secos, compro siempre la misma marca por su calidad, pero esta vez no vienen frescos"
Naranja Ombligo Importada Egipto 1 Unidad,2,Media seca y poco sabor....
Morrón Rojo Selección 1 Unidad,2,"Las masas de empanadas poco cuidadas, llegaron aplastadas"
Vacío De Novillo Fresco Al Vacío,2,Tenia olor feo y sabor fuerte.
Microgreens Casa Loma Fresco 55 Gr,2,Producto equivocado
Palta Hass Inmadura 115 g,2,Una de las dos que pedí esta muy golpeada
Colita De Cuadril Fresca Al Vacío Novillo,2,Falto una colita
Lechuga Criolla,2,Media fea vino
Naranja Ombligo Importada Egipto 1 Unidad,2,Pensé que era un kilo
Tomate Italiano,2,Alguno estaba malogrado
Palta Hass 1 kg,2,"Habían paltas maduras pedí todo verde, pido devolución"
Verde,2,Verde muy pequeño para el valor
Lechosa,2,Verde estaba
Banana Ecuador Elegida 1 kg,2,"Están verdes, muy inmaduros"
Platano Barraganete Del Productor 1 Un Aprox 290 g,2,"En la imagen salen maduros, y me llegaron verdes."
Naranja,2,Visualmente se ve seca y hay una que tiene inicio de pudrición
Aguacate Hass Unidad,2,Muy verde
Espinaca Envasada 1 Unidad,2,Medio pasada la espinaca
Patitas De Pollo Frescas Avicolas Del Oeste,2,Un poco de olor
Pepino,2,Desmesuradamente grandes
Naranja Del Productor (260 gr aprox) 1 Unidad,2,sin jugo
Tomate Cherry Rojo Huella Natural,2,Habían muchos tomates podridos
Palta,2,Durísima
Berenjena Negra Selección 1 Unidad,2,"Le faltaba madurar y por el precio, muy chiquita"
Papa Cepillada Selección  1 kg,2,Vinieron feas un par de papas
Tomate Buy & Eat Cherry 250 g,2,Están muy maduros
Manzana Verde Granny Smith,2,Mala presentación
Pera,2,Verdes
Tomate Redondo Selección,2,Tomates verdes y duros sin madurar
Banana Seleccion,2,"Tuve que tirar dos por su estado y las otras hay que comerlas rápido para que no se pudran, tamañouy pequeño"
Pera Chica Comercial,2,Muy verdes.
Bondiola De Cerdo Fresca Al Vacío,2,Mal olor
Banana Seleccion,2,Bananas verdes y pequeñas
Tomate Perita,2,El más chico me trajeron
Tomate Buy & Eat Cherry 250 g,2,La mitad de los tomates estaban en mal estado
Pollo Entero Fresco Al Vacío Con Menudo 2.85 kg,2,No estaba al vacío. No tenía los menudos. Pesaba bastante menos de lo publicado y cobrado
Pera Chica Comercial,2,Están muy duras
Pera,2,Verde
Patitas De Pollo Frescas Avicolas Del Oeste,2,Estaba bien. Pero el olor que tenía en crudo no era agradable
Durazno Plátano Del Productor Primera 1 Unidad,2,"Venían pasados, uno medio podrido"
Remolacha Unid,2,Esta remolacha ya tiene varias semanas o días.
Lechuga Americana,2,Me llegó medio negra y las hojas feas
Tomate Pera,2,Están muy amarillos los tomates
Tomate Pera,2,"Verdes , no se puede usa r inmediatamente"
Tapa De Asado Fresca Al Vacío Novillo,2,Muchas grasa
Cebolla Morada Selección 500 g,2,2 cebollas llegaron feas. Pasados de maduración
Cebolla De Verdeo Por Atado,2,"no estaba fresca, estaba achicharrada"
Pelón 500 g,2,Dos vinieron pasados o podridos
Pera,2,Están duras.
Palta Hass Inmadura 115 g,2,"Están verdes, no se puede comer ninguna todavía. Se van a madurar, pero en 5 días más aprox."
Lechuga Capuchina,2,Hojas marrones
Bola De Lomo Al Vacío Novillo Feteada,2,Carne dura
Durazno 500 g,2,Le falta madurar
Entraña Fresca Al Vacío,2,Decía entraña un kg y vino 590 gs me parece carisimo
Tira De Asado Congelada,2,Mala calidad
Naranja Ombligo Importada Egipto 1 Unidad,2,Por el precio es un robo
Papas Nacionales 0.5 lb,2,Papá dañada
Pera Williams Selección,2,Están verdes.
Pera Williams Selección,2,Demasiado verde
Porciones De Bonito Tottus De Bonito 500 g,2,Estaban descongelados
Churrasquito De Cerdo Al Vacío Fresco,2,Tienen que especificar bien lo que pesa
Ciruela A Mano 600 g,2,Verdes
Milanesa Fresca En Bandeja Tres Arroyos,2,El paquete de las milanesas no estaba congelado y estaba con un Nailon no cerrado al vacío como siempre y a temperatura casi natural
Milanesa Fresca En Bandeja Tres Arroyos,2,"Las milanesas de Tres Arroyos es buen producto, el Problema es como me llegan a mí, a temperatura ambiente y el nailon q las cubre abierto y todas mojadas, a y aclaro que las anteriores no se comieron"
Manzana Royal Del Productor 1 un Aprox 220 g,2,Dos manzanas 1200 pesos demasiado
Manzana Royal Gala,2,Machucada
Hierba Buena Fresca Ecologic Bandeja 30 G,2,Un poco seca y negruzca
Tomate Pera,2,"Me llegó reventado, la bolsa chorreando, encima que solo compré uno, me llegó así."
Espinaca 200 g,2,Todo estrujado
Fresas 1 lb,2,"Las fresas ya están en descomposición, muy malo"
Palta Para Hoy 500 g,2,Chancados
Carré De Cerdo Deshuesado Fresco Al Vacío,2,Te ponen de más y te cobran sin avisar
Papa Cepillada,2,2 papas podridas me vinieron
Tomate Cocktail 250 G Agrosano,2,Los tomates verdes y venían mojados  así se hechan a perder
Cebollin Proverde 3 Unidades,2,Venían un cebollín entero en mal estado
Lechuga Costina 1 Unidad,2,Muy pequeña no concuerda con la foto
Acelga X Atado,2,Atado de acelga chico.
Tomate Perita Selección 500 g,2,Llegaron espichados y dañados
Pollo Entero Fresco con Menudo 2.85 kg,2,Venían chorreando agua...literal
Lomo Envasado Al Vacío,2,La mercadería muy mala.toda pasada
Lechuga Capuchina,2,Vieja.
Filet Congelado De Pechuga De Pollo 2 kg,2,Perdió la cadena de frío y lo volvieron a congelar
Tomate Perita,2,No está pesado y son dos tomates chiquitos
Papa Cepillada,2,Es papá negra no cepillada si está llena de tierra
Pepino Unidad,2,Pepinos están secos y pequeños
Batata Selección,2,"Me pusieron una batata grande para hacer más peso, deberían usar batatas de tamaño promedio cada una en vez de poner tan pocas para completar el kilo"
Filet Congelado De Pechuga De Pollo 2 kg,2,"No parece suprema, es un muslito"
Papa Cepillada,2,Todas con brotes
Tomate Perita,2,Tomate verde
Champiñon Del Productor Laminado 100 g,2,Muy poca cantidad
Chinchulin Escurrido,2,Vino menos
Fresas 1 lb,2,Muy podridras
Carré De Cerdo Deshuesado Fresco Al Vacío,2,"No llegó fresco, esta congelado"
Carnaza De Segunda 1 kg,2,"Ponen otro precio en la aplicación, envían lo que quieren y más caro, lo peor que no te consultan debutan directamente de la cuenta enlazada!"
Filete De Pechuga De Pollo Congelada Brea Cruz 2 lb,2,Solo llego 1 lb y me cobraron 2
Banana Premium Ecuador,2,dos vinieron pasadas
Plátano,2,No especifican que son verdes
Chile Dulce Empacado 3 Unidades,2,Venía majado
Naranja Jugo Selección 1 kg,2,Llegaron la mitad de las naranjas muy chiquitas.  Del tamaño de mandarinas chicas.  No se si pediría de nuevo
Champiñon Del Productor Bandeja 200 g,2,Venían champiñones color  café. Que indica que no están frescos. Cuando son frescos son principalmente blancos.
Ciruela 500 g,2,Agrias
Papa Cepillada Selección  1 kg,2,Era papa negra común y la cobran como si fuera oro
Limón Selección,2,Me cobró demás
Batata,2,Blandas
Espinaca Mazo 100 g,2,No muestra fecha de expiración y lo productos se ven bastante pasados
Papa Cepillada Selección  1 kg,2,Le faltaban papas en cada bolsa no llegaban a los 2 kilos.
Banana Premium Ecuador,2,Verdes
Pepino 1 Unidad,2,Muy muy pequeño
Plátano,2,Los 3 plátanos que llegaron está verdes
Choclo 1 Unidad,2,Secos los granos
Pepinillo 1 kg,2,Me entregaron un pepino pequeñito
Zanahoria,2,Una zanahoria llegó partida aparentemente por golpe
Limón Selección,2,Esta verde
Limón Selección  1 Unidad,2,"Muy chiquitos,y cobran x unidad"
Papa Negra,2,Un asco como enviaron el pesido
Aguacate Verde 1 Unidad,2,"Muy maduro, casi dañasdo"
Papa Cepillada Selección  1 kg,2,"Muy chiquitas, blanditas y para nada cepilladas"
Picada Especial El Mercado,2,Me faltaron productos
Naranja Jugo Selección 1 kg,2,Vinieron dos con moho
Carne De Res Sirloin Congelada (Carne & Co) 1 lb,2,No
Tomate Italiano,2,Los tomates estaban verdes
Medallón De Salmón Superbe Rebozado 400 g,2,Me mandaron el rebozado no el que pedi
Palta Hass Inmadura 115 g,2,No está madura
Espinaca Buy & Eat 300 g,2,Estaba pasada
Lechuga Green Leaf Media Libra,2,Podrida por dentro
Berenjena 1 un Del Productor,2,Añejas
Hongos Portobello Buy & Eat  200 g,2,Fecha corta de vencimiento
Pepino,2,Mal
Papa Negra,2,Muy chicas
Papa Malla,2,Tiene brotes
Limón Para Licuar 1 Unidad,2,Muy amarillo el limón de licuar debe ser verde
Arandanos Pote 125 G,2,Venía menos del peso que correspondía
Banana,2,Muy maduros
Palta Hass  Selección 115 g,2,Están duras y son chiquitas
Tomate Perita,2,Muchos tomates golpeados y negros en partes. De fresca la verdura y fruta no tienen nada!
Carne Picada Premium Congelada,2,Aún no la probé es la 1ra vez que compro aquí carne picada
Pera Packams Malla 1 kg,2,Están pasado de maduros. Muy blandos y destilan líquido.
Palta Hass  Selección 115 g,2,"Una llegó medio machucada, al presionar se la siente demasiado blanda. Y son muy pequeñas."
Ensalada Repollo AmPm 200G,2,La ensalada venía mala
Lechuga Mantecosa 300 g,2,"Estaban las hojas aplastadas, algunas amortiguadas"
Limón,2,Estaban algunos limones secos
Papa Negra,2,En vez de traerme varias papas me trajeron una enorme.
Arandanos Pote 125 G,2,Muy poco y caro
Ajo,2,Muy chico
Naranja Jugo Selección,2,1 naranja vino en mal estado
Pechito De Cerdo Fresco Al Vacío,2,Tiene olor feo.
Manzana Royal Gala,2,La mayoría están golpeadas y abolladas
Carne Molida Finka Food Refrigerado 500 g,2,No tiene buen olor :(
Lechuga Mantecosa,2,No esta en muy buen estado
Naranja Jugo Selección,2,Unas chicas y otras grande.
Manzana Red Delicious,2,La mitad de las manzanas están feas.
Palta Hass Importada 1 Unidad,2,Dos de las 4 paltas vinieron feas
Entraña Novillo Fresca Al Vacio,2,Decía 900gs y vinieron 710
Tapa De Asado Al Vacío Novillo Fresca,2,"Muy mala calidad, la mitad era grasa"
Palta Para Hoy 500 g,2,Ya estan muy aguaditos
Palta Hass  Selección 115 g,2,Pedi maduras .. estan inmaduras
Durazno Selección,2,Duros
Matambrito De Cerdo Fresco Envasado Al Vacío,2,No vino el peso que yo pedí
Papa,2,2 papas enormes llena de raíces
Papa Negra,2,Diminutas
Fresas Giugni Selectas 0.7 lb,2,La mayoría estaban dañadas con moho
Palta Inmadura 1 Unidad,2,Re madura
Palta Hass  Selección 115 g,2,La palta era diminuta y estaba pasada
Tomate Italiano x1Kg,2,Algunos tomates estaban muy maduros y golpeados
Vacio El Mercado,2,Muy caro
Durazno Selección,2,"Estaban pasados, la mayoría. Para tirar"
Durazno Selección,2,Vino un durazno podrido!!!!
Bola De Lomo Al Vacío Novillo Feteada,2,Re dura la carne al cocinarla
Uva Verde Superior 1 kg,2,Las uvas llegaron diferentes
Pera Chica Comercial,2,Están feas
Palta Hass Chilena,2,Caro me arrepiento de hacer comprado porque no especifica la cantidad que viene
Ajo,2,Muy chicos y secos
Tomate Redondo Selección,2,"Más de la mitad blandos y con marcas, machucados."
Bandeja Muslo Encuentro De Pollo Caribeño Congelado 730 g A 770 g,2,La fecha de empacado es de casi un mes a la hora de la compra.
Zanahoria,2,Pedí zanahorias grandes y me mandaron todas chiquitas
Ensalada Anais Buy & Eat 350 g,2,"No está tan fresca las hojas, se notan un poco oxidadas"
Palta Hass Chilena,2,Palta dura
Palta Hass  Selección 115 g,2,"Pasada, en mal estado"
Fritada De Cerdo Mr. Chancho,2,Llego descongelada
Zanahoria Rocky Rallada 200 g,2,Horrible
Cuadrada Feteada Fresca Al Vacío Novillo,2,Pedí un kg me mandaron menos
Manzana Red Elegida Gaucho,2,Todas arenosas
Limon 1 Unidad,2,Muy pequeños
Palta Hass  Selección 115 g,2,Muy verdes las paltas y calidad no muy buena
Tomate Perita Selección,2,Estan verdes
Plátano Verde,2,No muy buena calidad
Palta Hass  Selección 115 g,2,Está un poco pasado
Yuca 1Lb,2,Llego mala
Palta Hass  Selección 115 g,2,Me cobraron una palta y me dieron una minúscula
Palta Hass  Selección 115 g,2,"Re verdes, en la opción las pedí maduras, tampoco me avisaron que solo enviaban 1"
Tomate Redondo Selección,2,Verdes
Batata Fraccionada Selección 1 kg,2,"Es una batata muy grande!!!! No la puedo hacer al horno, tienen q ser chicas y alargadas"
Paleta Churrasco Fresca Al Vacío Novillo,2,Poco fresco
Palta Importada Chilena 1 Unidad,2,Pequeñísima y cara
Papa Cepillada Selección  1 kg,2,Precio elevado
Tuto Corto Super Pollo,2,Le faltan 2 dias para vencer y su color esta oscuro
Papa Lavada Blanca Selección,2,De 4 que pedi 3 vinieron malas
Picada Tartare Etiqueta Negra,2,Con mal olor
Tomate Perita,2,"La mayoría verdes, por otro lado, el Maple de huevos se tuvo que tirar la mitad de la basura, no me gustó la calidad y eran viejos"
Tomate Perita 0.5 lb,2,Na
Manzana Roja Mediana 1 Unidad,2,Muy chica para su precio
Uvas Verdes Sin Semillas Empacadas,2,Revisar mejor al alegirlas ya que muchas vinieron podridas
Maracuyá Unidad De 150g,2,Estaba dañada 2
Tomate,2,No duraron ni dos días y se avinagraron.
Locote Verde,2,Viejo
Papa Negra,2,Yo pedí un kilo me mandaron 700 gramos
Pera Chica Comercial,2,No esta madura
Banana Premium Ecuador,2,Una esta abierta de punta a punta
Banana Ecuador Elegida 1 kg,2,Verdes
Guineo Al Granel,2,No le gustó aspecto
Suprema Fresca En Bandeja Tres Arroyos,2,Falto una bandeja de pollo
Chorizo Bombón Cabaña Argentina Fresco Parrillero 435 g,2,Los chorizos vinieron con sangre en el envase y rotos
Perejil Paquete 120 G Proverde,2,Hay hojas amarillas
Banana Ecuador Elegida 1 kg,2,Muy inmaduras
Banana Ecuador Elegida 1 kg,2,Verdes
Vacio Novillito,2,Medio duro
Banana Premium Ecuador,2,"Pedí tres y me mandaron 4, me cobraron la diferencia y están golpeadas y machucadas en partes"
Zapallo Al Vacio Merkapp Fresh 1 kg,2,No como la imagen
Champignones Buy & Eat Entero 200 g,2,No están frescos
Banano Exportación Unidad,2,"No viene maduro , viene completamente verde"
Marucha El Mercado,2,Mucha grasa
Carne Picada Premium Congelada,2,No parece premiun
Cilantrico Fresco Horti Fresh 4 oz,2,"Muy poca cantidad, deben especificar  Hubiese comprado 2 o3"
Banana Ecuador Elegida 1 kg,2,"Estaban verdes, voy a tardar días en que maduren y poder comerlas"
Ajo 1 Unidad,2,Mal estado
Durazno Amarillo Selección,2,Me cambiaron el peso y el precio sin consultar y además están duros.
Tomate Buy & Eat Cherry 250 g,2,Dudo que llegue a pesar 250g
Ciruela Seleccionada,2,Tamaño muy pequeño
Jojotos Bandeja 3 Unidades,2,Estaba secos y con bichitos
Banana Ecuador Elegida 1 kg,2,"Las bananas muy maduras algunas abiertas , no se pueden comer asi"
Pierna De Cerdo Lonjeada Con Hueso,2,No están fresca
Choclo Selección 1 Unidad,2,Uno venia con hongos en la punta
Platano Verde 1 Unidad,2,Muy chiquitos
Aji Dulce (Criollo) Bandeja De 100g,2,"Todos marchitos, viejos."
Platano Verde 1 Unidad,2,Parecen guineitos
Pimenton rojo 1 un Del Productor,2,Fresco pero pequeño para el precio elevado
Platano Verde 1 Unidad,2,Muy peques
Platano Verde 1 Unidad,2,"Parecen guineo, muy pequeño"
Palta Peruana,2,Faltan madurar
Palta Peruana,2,En mal.estado
Platano Verde 1 Unidad,2,Uno estaba dañado
Tira De Asado Al Vacío Novillo Fresca,2,Nada que ver la presentacion en lanimagen a lo que te viene
Tomate Redondo Selección,2,Verdes
Zanahoria,2,Estaban medias negras
Nalga Feteada Al Vacío Novillo Fresca,2,Linda la carne pero la forma de las fetas parece que me mandaron las sobras y tienen que estar bien para milanesa es para comer uno no el perro
Tomate,2,No llego el precio que me cobraron
Lechuga Mantecosa,2,No estaba fresca
Aguacate Hass Unidad,2,Muy maduro
Acelga 1 Atado,2,Toda pasada
Roast Beef Fresca Al Vacío Novillo,2,Se ve muy oscura la carne
Manzana Gala Calibre 113 Red 5 Unidades,2,Pedi manzanas GALA y enviaron manzanas pink lady
Supremas De Pollo A Granel,2,"El pollo sin gusto y en una parte le sentí gusto a producto de limpieza, y los huevos me lo enviaron podridos, siempre tengo algún problema con Carrefour, ah y cambian las fechas de vencimiento."
Papa Cepillada,2,Es papa negra no está cepillada
Palta Hass  Selección 115 g,2,Falta de maduracion
Platano Verde 1 Unidad,2,"Recibí Guineo verde, no platano."
Platano Verde 1 Unidad,2,"Esos plátanos son más chiquitos que un guineito de 6 pulgadas, eso NO ES UN DESCUENTO esos platanos no cuestas 5 pesos"
Palta Hass  Selección 115 g,2,Muy chiquitas
Ajo,2,Muy pequeño
Lechuga Capuchina,2,Mandaron criolla. No capuchina.
Puerro 1 Unidad,2,Mal entregado eran dos bolsas de arvejas y dos pollo y llegó una de porotos mal entregado todo
Banana Ecuador,2,Bananas muy maduras
Uvas rosada 500 gr Del Productor,2,Están mal trechas y huelen a vinagre
Costilla De Cerdo Nacional 1 lb,2,Solo me mandaron un huesote todo pellejoso no parecía costilla
Banana Seleccion,2,Buenas
Palta Hass  Selección 115 g,2,Muy chiquitas
Guineo Amarillo,2,Estaban muy maduros
Tomate Redondo Selección,2,"Muy artificiales, gigante y duro y el otro pasado."
Banana,2,Pasadas
Pechuga De Pollo,2,Puro hueso y grsa
Albahaca 1 Unidad,2,Muy pasada. Hojas negras y planta muy crecida esta vez.
Pepino Criollo Nacional 1 Unidad,2,Viene todo aguado:(
Choclo Mediano Unidad,2,Duros como maíz
Durazno Pingakol Petaca 500 g,2,Sin gusto ninguno
Banana Premium Ecuador,2,"Verde y pequeño, dónde está lo premium?"
Palta Hass  Selección 115 g,2,No está para comerá ahora
Banana Premium Ecuador,2,Están verdes
Tomate Americano,2,No eran buenos tomates
Zapallo Anco Selección,2,Son dos chiquitos
Suprema De Pollo Fresca Al Vacío,2,Feo color
Limón,2,Duros
Piña Picada Bandeja 32 oz,2,La piña ests casi q dañada
Tomate Redondo Selección,2,Medios verdes y uno estaba en descompisición
Zanahoria Selección,2,La zanahoria no es de selección
Uvas Red Globe Empacadas,2,Casi Todas las uvas están dañadas
Banana Premium Ecuador,2,Llegaron aplastadas
Berenjena,2,Vieja
Uva Blanca,2,Gran parte de las uvas estaban pasadas.
